Stock,Fabricant,Type,Configuration,Nominal Zener Voltage (V),Zener volatge tolerance,Maximum power dissipation (MW),Test Current (MA),Maximum reverse leaking current (UA),Maximum regulator current (MA),Maximum Zener impedance (OHM),Maximum power dissipation (MW,Packaging,Pin Count,SVHC,label
0.0,18.0,3.0,6.0,2.7,0.05,500.0,5.0,10.0,-1.0,-1.0,500.0,0.0,2.0,0.0,0.0
0.0,19.0,3.0,6.0,7.93,0.025,200.0,5.0,0.5,-1.0,-1.0,200.0,7.0,3.0,0.0,0.0
0.0,20.0,3.0,6.0,5.6,0.07,500.0,5.0,0.1,-1.0,-1.0,500.0,7.0,2.0,1.0,0.0
0.0,3.0,3.0,1.0,30.0,0.0667,200.0,2.0,0.1,-1.0,-1.0,200.0,5.0,6.0,1.0,1.0
0.0,3.0,3.0,6.0,15.0,0.05,150.0,5.0,0.1,-1.0,-1.0,150.0,7.0,2.0,1.0,0.0
0.0,20.0,3.0,6.0,5.6,0.05,1000.0,45.0,10.0,-1.0,-1.0,-1.0,7.0,2.0,2.0,0.0
10000.0,19.0,3.0,4.0,33.0,0.06,500.0,5.0,0.1,-1.0,-1.0,500.0,5.0,2.0,1.0,1.0
0.0,20.0,3.0,6.0,11.0,0.05,200.0,5.0,0.1,-1.0,-1.0,200.0,7.0,2.0,1.0,0.0
0.0,20.0,3.0,6.0,3.6,0.05,300.0,20.0,15.0,-1.0,-1.0,300.0,7.0,3.0,1.0,0.0
0.0,9.0,3.0,6.0,4.3,0.05,5000.0,290.0,10.0,-1.0,-1.0,5000.0,7.0,2.0,0.0,0.0
0.0,18.0,3.0,6.0,24.89,0.025,500.0,5.0,0.2,-1.0,-1.0,500.0,7.0,2.0,0.0,0.0
0.0,3.0,3.0,6.0,4.3,0.025,200.0,5.0,5.0,-1.0,-1.0,200.0,7.0,2.0,1.0,0.0
0.0,21.0,3.0,6.0,91.0,0.05,500.0,1.4,0.1,-1.0,-1.0,-1.0,7.0,2.0,2.0,0.0
0.0,4.0,3.0,6.0,5.6,0.02,500.0,5.0,0.1,-1.0,-1.0,500.0,0.0,2.0,2.0,0.0
93.0,19.0,3.0,4.0,4.3,0.05,1000.0,58.0,10.0,-1.0,-1.0,1000.0,5.0,2.0,1.0,1.0
0.0,20.0,3.0,6.0,91.0,0.05,1000.0,2.8,5.0,-1.0,-1.0,1000.0,7.0,2.0,1.0,0.0
0.0,19.0,3.0,6.0,51.0,0.1,1500.0,6.0,5.0,-1.0,-1.0,1500.0,0.0,2.0,0.0,0.0
0.0,4.0,3.0,6.0,51.0,0.0588,410.0,5.0,0.1,-1.0,-1.0,410.0,7.0,2.0,0.0,0.0
0.0,3.0,3.0,6.0,27.0,0.05,150.0,5.0,0.1,-1.0,-1.0,150.0,7.0,2.0,1.0,0.0
0.0,21.0,3.0,6.0,10.0,0.05,3200.0,37.5,5.0,-1.0,-1.0,500.0,7.0,2.0,2.0,0.0
668.0,12.0,3.0,2.0,51.0,0.02,300.0,2.0,0.05,-1.0,-1.0,300.0,5.0,3.0,2.0,1.0
0.0,12.0,3.0,4.0,18.0,0.02,500.0,5.0,0.05,-1.0,-1.0,-1.0,5.0,2.0,2.0,1.0
9000.0,19.0,3.0,4.0,33.0,0.05,500.0,0.05,0.01,-1.0,-1.0,500.0,5.0,2.0,0.0,1.0
0.0,3.0,3.0,6.0,22.0,0.05,3000.0,34.0,0.5,-1.0,-1.0,-1.0,7.0,2.0,0.0,0.0
0.0,18.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,0.0
0.0,1.0,3.0,4.0,24.0,0.05,500.0,5.2,0.1,-1.0,-1.0,-1.0,0.0,-1.0,0.0,1.0
0.0,14.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,0.0
0.0,20.0,3.0,4.0,33.0,0.05,500.0,3.8,0.1,-1.0,-1.0,-1.0,5.0,2.0,1.0,1.0
0.0,18.0,3.0,6.0,4.3,0.05,500.0,5.0,1.0,-1.0,-1.0,500.0,7.0,2.0,0.0,0.0
0.0,4.0,3.0,6.0,8.2,0.05,1000.0,31.0,10.0,-1.0,-1.0,1000.0,0.0,2.0,2.0,0.0
0.0,4.0,3.0,6.0,8.0,0.0257,500.0,20.0,0.5,-1.0,-1.0,470.0,7.0,2.0,0.0,0.0
36.0,12.0,3.0,4.0,30.0,0.05,500.0,2.0,0.05,-1.0,-1.0,-1.0,1.0,2.0,2.0,1.0
0.0,20.0,3.0,4.0,200.0,0.05,5000.0,5.0,0.5,-1.0,-1.0,5000.0,3.0,2.0,2.0,1.0
0.0,20.0,3.0,6.0,15.0,0.02,300.0,8.5,0.1,-1.0,-1.0,300.0,7.0,3.0,1.0,0.0
0.0,9.0,3.0,6.0,3.9,0.05,5000.0,320.0,50.0,-1.0,-1.0,5000.0,7.0,2.0,2.0,0.0
0.0,12.0,3.0,4.0,12.0,0.05,500.0,5.0,0.1,-1.0,-1.0,-1.0,5.0,2.0,2.0,1.0
0.0,8.0,3.0,6.0,15.0,-1.0,500.0,8.5,0.1,-1.0,-1.0,500.0,0.0,2.0,0.0,0.0
0.0,14.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,0.0
0.0,12.0,3.0,4.0,20.0,0.05,300.0,5.0,0.05,-1.0,-1.0,300.0,5.0,2.0,2.0,1.0
0.0,21.0,3.0,6.0,75.0,0.05,500.0,1.7,0.1,-1.0,-1.0,-1.0,7.0,2.0,2.0,0.0
0.0,11.0,3.0,6.0,6.2,0.05,365.0,5.0,3.0,-1.0,-1.0,365.0,7.0,2.0,2.0,0.0
0.0,8.0,3.0,6.0,2.5,0.02,500.0,20.0,100.0,-1.0,-1.0,500.0,7.0,2.0,0.0,0.0
0.0,19.0,3.0,6.0,20.0,0.1,700.0,10.0,10.0,-1.0,-1.0,700.0,7.0,2.0,0.0,0.0
0.0,20.0,3.0,6.0,30.0,0.05,350.0,0.05,0.01,-1.0,-1.0,350.0,7.0,3.0,1.0,0.0
0.0,3.0,3.0,6.0,13.0,0.05,1500.0,28.8,0.5,-1.0,-1.0,1500.0,7.0,2.0,0.0,0.0
0.0,20.0,3.0,4.0,39.0,0.05,3000.0,9.6,1.0,-1.0,-1.0,550.0,5.0,2.0,2.0,1.0
0.0,12.0,3.0,4.0,24.0,0.02,500.0,5.0,0.05,-1.0,-1.0,500.0,5.0,2.0,2.0,1.0
0.0,20.0,3.0,6.0,39.0,0.1,6000.0,30.0,2.0,-1.0,-1.0,-1.0,7.0,2.0,1.0,0.0
0.0,3.0,3.0,6.0,2.2,0.05,150.0,5.0,100.0,-1.0,-1.0,150.0,7.0,2.0,1.0,0.0
0.0,21.0,3.0,6.0,27.0,0.05,500.0,2.0,0.05,-1.0,-1.0,-1.0,1.0,2.0,0.0,0.0
0.0,12.0,3.0,4.0,62.0,0.05,500.0,2.0,0.05,-1.0,-1.0,-1.0,5.0,2.0,2.0,1.0
0.0,12.0,3.0,4.0,6.2,0.02,500.0,5.0,3.0,-1.0,-1.0,500.0,5.0,2.0,2.0,1.0
5.0,2.0,3.0,4.0,13.0,0.05,150.0,5.0,0.1,-1.0,-1.0,150.0,5.0,2.0,1.0,1.0
0.0,4.0,3.0,6.0,10.0,0.05,1000.0,25.0,10.0,-1.0,-1.0,1000.0,0.0,2.0,2.0,0.0
0.0,4.0,3.0,4.0,24.0,0.05,500.0,5.0,0.1,-1.0,-1.0,500.0,5.0,2.0,2.0,1.0
0.0,21.0,3.0,6.0,24.2,0.05,500.0,5.0,0.1,-1.0,-1.0,-1.0,4.0,2.0,0.0,0.0
0.0,21.0,3.0,6.0,22.05,0.05,500.0,5.0,0.05,-1.0,-1.0,-1.0,4.0,2.0,1.0,0.0
0.0,19.0,3.0,6.0,3.675,0.025,150.0,5.0,10.0,-1.0,-1.0,150.0,7.0,2.0,0.0,0.0
0.0,3.0,3.0,6.0,6.2,0.05,500.0,20.0,5.0,-1.0,-1.0,500.0,7.0,2.0,0.0,0.0
0.0,20.0,3.0,6.0,60.0,0.05,300.0,2.1,0.1,-1.0,-1.0,300.0,7.0,3.0,1.0,0.0
0.0,12.0,3.0,4.0,2.7,0.05,830.0,5.0,20.0,-1.0,-1.0,830.0,5.0,2.0,2.0,1.0
0.0,20.0,3.0,6.0,47.0,0.05,300.0,2.7,0.1,-1.0,-1.0,300.0,7.0,3.0,1.0,0.0
0.0,8.0,3.0,6.0,10.0,0.02,500.0,5.0,1.0,-1.0,-1.0,500.0,7.0,2.0,0.0,0.0
0.0,5.0,3.0,4.0,10.0,0.1,3000.0,75.0,50.0,-1.0,-1.0,-1.0,0.0,2.0,0.0,1.0
23872.0,19.0,3.0,4.0,5.1,0.02,500.0,5.0,5.0,-1.0,-1.0,500.0,5.0,2.0,1.0,1.0
0.0,8.0,3.0,6.0,25.0,0.02,500.0,5.0,0.1,-1.0,-1.0,500.0,7.0,2.0,0.0,0.0
0.0,10.0,3.0,6.0,39.0,0.05,2300.0,10.0,1.0,-1.0,-1.0,2300.0,0.0,2.0,0.0,0.0
0.0,12.0,3.0,4.0,15.0,0.05,500.0,5.0,0.05,-1.0,-1.0,-1.0,5.0,2.0,2.0,1.0
0.0,3.0,3.0,6.0,11.0,0.025,200.0,5.0,0.1,-1.0,-1.0,200.0,7.0,2.0,1.0,0.0
850.0,17.0,3.0,4.0,20.0,0.05,3000.0,18.7,1.0,-1.0,-1.0,550.0,5.0,2.0,2.0,1.0
0.0,18.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,0.0,0.0
0.0,20.0,3.0,6.0,7.5,0.06,2300.0,100.0,50.0,-1.0,-1.0,-1.0,7.0,2.0,2.0,0.0
0.0,20.0,3.0,6.0,47.0,0.1,6000.0,25.0,2.0,-1.0,-1.0,-1.0,1.0,2.0,1.0,0.0
0.0,12.0,3.0,4.0,8.2,0.05,500.0,5.0,0.7,-1.0,-1.0,-1.0,5.0,2.0,2.0,1.0
0.0,3.0,3.0,4.0,23.7,0.02509,500.0,5.0,0.05,-1.0,-1.0,470.0,5.0,2.0,0.0,1.0
0.0,18.0,3.0,6.0,47.0,0.05,500.0,2.5,0.1,-1.0,-1.0,500.0,7.0,2.0,0.0,0.0
5780.0,19.0,3.0,4.0,18.0,0.06,3000.0,15.0,0.5,-1.0,-1.0,1250.0,5.0,2.0,2.0,1.0
0.0,3.0,3.0,4.0,5.6,0.05,500.0,0.05,2.0,-1.0,-1.0,500.0,5.0,2.0,1.0,1.0
0.0,12.0,3.0,4.0,3.6,0.05,590.0,5.0,5.0,-1.0,-1.0,590.0,5.0,2.0,2.0,1.0
0.0,8.0,3.0,6.0,33.0,0.05,1000.0,7.5,5.0,-1.0,-1.0,-1.0,7.0,2.0,0.0,0.0
1.0,21.0,3.0,6.0,5.1,0.05,1300.0,45.0,1.0,-1.0,-1.0,1000.0,0.0,2.0,0.0,0.0
0.0,3.0,3.0,6.0,6.2,0.05,5000.0,200.0,1.0,-1.0,-1.0,-1.0,7.0,2.0,0.0,0.0
0.0,17.0,3.0,4.0,11.0,0.05,2300.0,50.0,4.0,-1.0,-1.0,1000.0,5.0,2.0,2.0,1.0
0.0,20.0,3.0,4.0,33.0,0.05,500.0,3.8,0.1,-1.0,-1.0,-1.0,5.0,2.0,1.0,1.0
0.0,4.0,3.0,6.0,19.0,0.05,500.0,6.6,0.1,-1.0,-1.0,500.0,7.0,2.0,2.0,0.0
0.0,3.0,3.0,6.0,22.0,0.025,200.0,5.0,0.1,-1.0,-1.0,200.0,7.0,2.0,1.0,0.0
0.0,20.0,3.0,4.0,56.0,0.02,200.0,5.0,0.045,-1.0,-1.0,200.0,5.0,2.0,1.0,1.0
0.0,20.0,3.0,4.0,33.0,0.05,500.0,2.0,0.05,-1.0,-1.0,-1.0,5.0,2.0,1.0,1.0
27.0,19.0,3.0,4.0,33.0,0.05,500.0,3.8,0.1,-1.0,-1.0,500.0,5.0,2.0,1.0,1.0
0.0,20.0,3.0,6.0,2.4,0.08,500.0,5.0,-1.0,-1.0,-1.0,500.0,7.0,2.0,1.0,0.0
0.0,3.0,3.0,6.0,82.0,0.05,5000.0,15.0,0.5,-1.0,-1.0,-1.0,7.0,2.0,0.0,0.0
0.0,21.0,3.0,6.0,9.1,0.05,3000.0,41.2,5.0,-1.0,-1.0,-1.0,7.0,2.0,2.0,0.0
0.0,3.0,3.0,6.0,6.8,0.05,5000.0,175.0,10.0,-1.0,-1.0,-1.0,7.0,2.0,0.0,0.0
0.0,20.0,3.0,6.0,24.0,0.05,1500.0,15.6,5.0,-1.0,-1.0,-1.0,7.0,2.0,2.0,0.0
0.0,20.0,3.0,4.0,13.0,0.05,500.0,9.5,0.5,-1.0,-1.0,500.0,2.0,2.0,0.0,1.0
12000.0,20.0,3.0,6.0,6.8,0.05,500.0,0.05,10.0,-1.0,-1.0,500.0,7.0,2.0,0.0,0.0
0.0,9.0,3.0,6.0,150.0,0.05,3000.0,3.3,0.5,12.0,-1.0,3000.0,7.0,2.0,2.0,0.0
0.0,21.0,3.0,6.0,47.0,0.06,200.0,2.0,0.05,-1.0,-1.0,200.0,7.0,2.0,1.0,0.0
20000.0,11.0,3.0,6.0,62.0,0.02,365.0,2.0,0.05,-1.0,-1.0,365.0,7.0,2.0,2.0,0.0
0.0,20.0,3.0,6.0,20.0,0.02,500.0,5.0,0.05,-1.0,-1.0,500.0,7.0,3.0,1.0,0.0
0.0,3.0,3.0,6.0,30.0,0.05,5000.0,40.0,0.5,-1.0,-1.0,-1.0,7.0,2.0,0.0,0.0
0.0,18.0,3.0,6.0,6.2,0.05,500.0,5.0,0.1,-1.0,-1.0,500.0,7.0,2.0,0.0,0.0
336.0,16.0,3.0,4.0,130.0,-1.0,5000.0,10.0,2.0,-1.0,-1.0,5000.0,0.0,2.0,0.0,1.0
86.0,12.0,3.0,4.0,30.0,0.05,1300.0,8.0,0.05,-1.0,-1.0,1300.0,1.0,2.0,2.0,1.0
0.0,19.0,3.0,4.0,3.4,0.03,500.0,5.0,5.0,-1.0,-1.0,500.0,5.0,2.0,1.0,1.0
0.0,19.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,2.0,0.0,0.0
0.0,20.0,3.0,6.0,5.1,0.1,1000.0,49.0,10.0,-1.0,-1.0,-1.0,7.0,2.0,1.0,0.0
0.0,19.0,3.0,6.0,36.0,0.1,1000.0,9.0,10.0,-1.0,-1.0,1000.0,7.0,2.0,0.0,0.0
0.0,12.0,3.0,4.0,24.0,0.05,500.0,5.0,0.05,-1.0,-1.0,-1.0,5.0,2.0,2.0,1.0
0.0,12.0,3.0,4.0,3.0,0.05,500.0,5.0,10.0,-1.0,-1.0,-1.0,5.0,2.0,2.0,1.0
0.0,12.0,3.0,4.0,22.0,0.02,830.0,5.0,0.05,-1.0,-1.0,830.0,5.0,2.0,2.0,1.0
0.0,5.0,3.0,4.0,9.1,0.05,2000.0,55.0,50.0,-1.0,-1.0,-1.0,0.0,2.0,0.0,1.0
0.0,3.0,3.0,6.0,87.0,0.05,5000.0,15.0,0.5,-1.0,-1.0,-1.0,7.0,2.0,0.0,0.0
0.0,3.0,3.0,6.0,8.2,0.05,5000.0,150.0,10.0,-1.0,-1.0,-1.0,7.0,2.0,0.0,0.0
0.0,9.0,3.0,6.0,4.3,0.05,1000.0,58.0,10.0,-1.0,-1.0,-1.0,0.0,2.0,0.0,0.0
0.0,3.0,3.0,6.0,6.2,0.05,150.0,5.0,0.1,-1.0,-1.0,150.0,7.0,2.0,0.0,0.0
0.0,12.0,3.0,4.0,2.4,0.05,500.0,5.0,50.0,-1.0,-1.0,-1.0,1.0,2.0,2.0,1.0
0.0,20.0,3.0,4.0,27.0,0.05,1000.0,9.5,5.0,-1.0,-1.0,-1.0,2.0,2.0,0.0,1.0
0.0,20.0,3.0,6.0,11.0,0.05,500.0,5.0,0.1,-1.0,-1.0,500.0,7.0,2.0,1.0,0.0
0.0,20.0,3.0,4.0,11.0,0.02,200.0,5.0,0.09,-1.0,-1.0,200.0,5.0,2.0,1.0,1.0
0.0,9.0,3.0,6.0,9.1,0.05,3000.0,41.2,5.0,-1.0,-1.0,-1.0,7.0,2.0,2.0,0.0
0.0,12.0,3.0,2.0,6.2,0.02,300.0,5.0,3.0,-1.0,-1.0,300.0,5.0,3.0,2.0,1.0
140.0,3.0,3.0,4.0,3.3,0.0606,300.0,5.0,5.0,-1.0,-1.0,300.0,5.0,2.0,1.0,1.0
0.0,12.0,3.0,4.0,15.0,0.02,550.0,5.0,0.05,-1.0,-1.0,550.0,5.0,2.0,2.0,1.0
0.0,3.0,3.0,6.0,43.0,0.05,5000.0,30.0,0.5,-1.0,-1.0,-1.0,7.0,2.0,0.0,0.0
0.0,10.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,3.0,0.0,0.0
445.0,4.0,3.0,4.0,12.0,0.05,1300.0,50.0,1.0,102.0,-1.0,-1.0,5.0,2.0,2.0,1.0
0.0,3.0,3.0,6.0,24.0,0.025,200.0,5.0,0.1,-1.0,-1.0,200.0,7.0,2.0,1.0,0.0
0.0,20.0,3.0,6.0,5.1,0.06,2300.0,100.0,5.0,-1.0,-1.0,-1.0,7.0,2.0,2.0,0.0
0.0,4.0,3.0,6.0,8.2,0.025,250.0,5.0,0.5,-1.0,-1.0,250.0,7.0,2.0,0.0,0.0
0.0,12.0,3.0,4.0,4.3,0.02,550.0,5.0,3.0,-1.0,-1.0,550.0,5.0,2.0,2.0,1.0
0.0,3.0,3.0,6.0,68.0,0.05,500.0,1.8,0.1,-1.0,-1.0,500.0,7.0,2.0,0.0,0.0
0.0,13.0,3.0,6.0,4.805,0.03,500.0,5.0,5.0,-1.0,-1.0,500.0,0.0,2.0,0.0,0.0
0.0,9.0,3.0,6.0,3.9,0.05,5000.0,320.0,50.0,-1.0,-1.0,5000.0,7.0,2.0,0.0,0.0
0.0,11.0,3.0,6.0,30.0,0.02,365.0,2.0,0.05,-1.0,-1.0,365.0,7.0,2.0,2.0,0.0
0.0,21.0,3.0,6.0,4.7,0.05,500.0,5.0,0.5,-1.0,-1.0,-1.0,1.0,2.0,0.0,0.0
0.0,20.0,3.0,6.0,6.8,0.02,2300.0,100.0,10.0,-1.0,-1.0,-1.0,7.0,2.0,0.0,0.0
0.0,9.0,3.0,6.0,27.0,0.05,1000.0,9.5,10.0,-1.0,-1.0,-1.0,0.0,2.0,0.0,0.0
0.0,4.0,3.0,6.0,13.0,0.0642,500.0,5.0,0.1,-1.0,-1.0,500.0,7.0,2.0,0.0,0.0
0.0,3.0,3.0,4.0,33.0,0.0606,200.0,2.0,0.1,-1.0,-1.0,200.0,5.0,2.0,0.0,1.0
0.0,9.0,3.0,6.0,12.0,0.05,1000.0,21.0,10.0,-1.0,-1.0,-1.0,0.0,2.0,0.0,0.0
0.0,4.0,3.0,4.0,10.0,0.05,500.0,20.0,3.0,-1.0,-1.0,500.0,5.0,2.0,1.0,1.0
0.0,21.0,3.0,6.0,20.0,0.05,550.0,5.0,0.05,-1.0,-1.0,250.0,7.0,3.0,1.0,0.0
0.0,20.0,3.0,6.0,11.0,0.05,200.0,5.0,0.1,-1.0,-1.0,200.0,7.0,2.0,1.0,0.0
0.0,21.0,3.0,6.0,5.6,0.05,550.0,5.0,1.0,-1.0,-1.0,250.0,7.0,3.0,1.0,0.0
0.0,12.0,3.0,4.0,15.0,0.02,830.0,5.0,0.05,-1.0,-1.0,830.0,5.0,2.0,2.0,1.0
0.0,12.0,3.0,4.0,8.2,0.05,500.0,5.0,0.7,-1.0,-1.0,-1.0,5.0,2.0,2.0,1.0
0.0,20.0,3.0,6.0,2.7,0.07,500.0,5.0,-1.0,-1.0,-1.0,500.0,7.0,2.0,1.0,0.0
0.0,3.0,3.0,6.0,15.0,0.025,200.0,5.0,0.1,-1.0,-1.0,200.0,7.0,2.0,1.0,0.0
938.0,3.0,3.0,4.0,34.89,0.0252,500.0,2.0,0.07,-1.0,-1.0,500.0,5.0,2.0,1.0,1.0
0.0,21.0,3.0,6.0,12.45,0.03,500.0,10.0,0.133,-1.0,-1.0,500.0,7.0,2.0,0.0,0.0
0.0,20.0,3.0,6.0,18.0,0.1,1500.0,20.8,5.0,-1.0,-1.0,-1.0,7.0,2.0,2.0,0.0
0.0,21.0,3.0,6.0,16.0,0.05,300.0,5.0,0.05,-1.0,-1.0,300.0,7.0,3.0,2.0,0.0
0.0,21.0,3.0,6.0,24.2,0.05,550.0,5.0,0.05,-1.0,-1.0,250.0,0.0,3.0,1.0,0.0
0.0,3.0,3.0,6.0,6.2,0.05,350.0,20.0,5.0,-1.0,-1.0,350.0,7.0,2.0,0.0,0.0
0.0,19.0,3.0,6.0,19.29,0.025,200.0,5.0,0.5,-1.0,-1.0,200.0,7.0,2.0,0.0,0.0
0.0,18.0,3.0,6.0,24.0,0.02,500.0,5.0,0.1,-1.0,-1.0,500.0,7.0,2.0,0.0,0.0
0.0,20.0,3.0,6.0,33.0,0.05,500.0,2.0,0.05,-1.0,-1.0,500.0,7.0,3.0,1.0,0.0
84.0,10.0,3.0,4.0,5.1,0.05,500.0,0.25,5.0,-1.0,-1.0,-1.0,8.0,2.0,0.0,1.0
0.0,20.0,3.0,6.0,180.0,0.06,6000.0,5.0,2.0,-1.0,-1.0,-1.0,7.0,2.0,1.0,0.0
0.0,20.0,3.0,6.0,15.0,0.02,3000.0,50.0,1.0,-1.0,-1.0,1250.0,7.0,2.0,2.0,0.0
0.0,3.0,3.0,4.0,13.79,0.02503,300.0,10.0,0.05,-1.0,-1.0,300.0,5.0,3.0,1.0,1.0
0.0,12.0,3.0,4.0,3.0,0.05,550.0,5.0,10.0,-1.0,-1.0,550.0,5.0,2.0,2.0,1.0
0.0,19.0,3.0,6.0,4.645,0.025,200.0,5.0,5.0,-1.0,-1.0,200.0,7.0,3.0,0.0,0.0
0.0,18.0,3.0,6.0,15.0,0.02,500.0,5.0,0.1,-1.0,-1.0,500.0,7.0,2.0,0.0,0.0
1.0,20.0,3.0,6.0,130.0,0.06,3000.0,5.0,1.0,-1.0,-1.0,-1.0,7.0,2.0,2.0,0.0
0.0,5.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,2.0,0.0,1.0
0.0,4.0,3.0,4.0,0.765,0.05,1500.0,5.0,-1.0,500.0,-1.0,-1.0,5.0,2.0,2.0,1.0
0.0,4.0,3.0,6.0,5.1,0.02,500.0,5.0,1.8,-1.0,-1.0,500.0,0.0,2.0,0.0,0.0
0.0,19.0,3.0,4.0,11.35,0.02,500.0,5.0,1.0,-1.0,-1.0,500.0,5.0,2.0,1.0,1.0
0.0,10.0,3.0,6.0,100.0,0.06,2300.0,5.0,1.0,-1.0,-1.0,2300.0,0.0,2.0,0.0,0.0
0.0,3.0,3.0,6.0,30.0,0.05,5000.0,40.0,0.5,-1.0,-1.0,-1.0,7.0,2.0,0.0,0.0
0.0,3.0,3.0,6.0,3.0,0.05,150.0,5.0,50.0,-1.0,-1.0,150.0,7.0,2.0,0.0,0.0
0.0,18.0,3.0,6.0,27.0,0.05,200.0,5.0,0.1,-1.0,-1.0,200.0,7.0,2.0,0.0,0.0
0.0,20.0,3.0,6.0,5.1,0.05,300.0,5.0,2.0,-1.0,-1.0,300.0,7.0,3.0,1.0,0.0
0.0,20.0,3.0,6.0,6.8,0.02,2300.0,100.0,10.0,-1.0,-1.0,-1.0,7.0,2.0,0.0,0.0
0.0,3.0,3.0,6.0,3.9,0.05,200.0,5.0,10.0,-1.0,-1.0,200.0,7.0,2.0,1.0,0.0
12000.0,19.0,3.0,4.0,16.0,0.05,500.0,0.05,0.05,-1.0,-1.0,-1.0,5.0,2.0,0.0,1.0
0.0,1.0,3.0,6.0,2.2,0.05,200.0,5.0,100.0,-1.0,-1.0,200.0,0.0,2.0,0.0,0.0
0.0,8.0,3.0,6.0,6.8,0.05,3000.0,110.0,5.0,-1.0,-1.0,-1.0,7.0,2.0,2.0,0.0
83904.0,20.0,3.0,4.0,3.9,0.05,500.0,5.0,10.0,-1.0,-1.0,-1.0,2.0,2.0,0.0,1.0
0.0,12.0,3.0,4.0,6.2,0.02,500.0,5.0,3.0,-1.0,-1.0,500.0,5.0,2.0,2.0,1.0
0.0,20.0,3.0,6.0,8.2,0.05,500.0,20.0,3.0,-1.0,-1.0,-1.0,7.0,2.0,0.0,0.0
1.0,10.0,3.0,4.0,18.0,0.05,1500.0,14.0,0.05,-1.0,-1.0,1500.0,8.0,2.0,2.0,1.0
0.0,20.0,3.0,2.0,24.0,0.05,300.0,5.0,0.1,-1.0,-1.0,300.0,7.0,3.0,1.0,0.0
0.0,12.0,3.0,6.0,14.0,0.03,200.0,5.0,0.05,-1.0,-1.0,200.0,7.0,2.0,0.0,0.0
0.0,21.0,3.0,6.0,27.0,0.05,500.0,2.0,0.05,-1.0,-1.0,-1.0,1.0,2.0,0.0,0.0
0.0,12.0,3.0,6.0,6.81,0.05,150.0,5.0,0.1,-1.0,-1.0,150.0,7.0,2.0,0.0,0.0
0.0,12.0,3.0,4.0,6.2,0.03,250.0,0.25,0.1,-1.0,-1.0,250.0,5.0,3.0,2.0,1.0
0.0,21.0,0.0,0.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,0.0,-1.0,1.0,0.0
0.0,21.0,3.0,6.0,27.0,0.05,500.0,4.6,0.1,-1.0,-1.0,500.0,7.0,2.0,1.0,0.0
0.0,21.0,3.0,6.0,5.6,0.05,500.0,20.0,5.0,-1.0,-1.0,-1.0,7.0,2.0,1.0,0.0
0.0,19.0,3.0,6.0,9.05,0.025,200.0,5.0,0.5,-1.0,-1.0,200.0,7.0,3.0,0.0,0.0
0.0,12.0,3.0,4.0,6.55,0.02,500.0,5.0,2.0,-1.0,-1.0,500.0,1.0,2.0,2.0,1.0
0.0,9.0,3.0,6.0,1.8,0.01,500.0,0.25,3.5,-1.0,-1.0,-1.0,7.0,2.0,0.0,0.0
0.0,3.0,3.0,6.0,8.2,0.05,150.0,5.0,0.1,-1.0,-1.0,150.0,7.0,2.0,0.0,0.0
0.0,5.0,3.0,4.0,10.0,0.06,3000.0,50.0,7.0,-1.0,-1.0,-1.0,0.0,2.0,0.0,1.0
0.0,3.0,3.0,6.0,3.0,0.05,150.0,5.0,50.0,-1.0,-1.0,150.0,7.0,2.0,2.0,0.0
0.0,20.0,3.0,6.0,75.0,0.02,500.0,2.5,-1.0,-1.0,-1.0,500.0,7.0,2.0,1.0,0.0
0.0,3.0,3.0,4.0,22.0,0.0567,500.0,5.0,0.1,-1.0,-1.0,370.0,5.0,2.0,1.0,1.0
0.0,20.0,3.0,2.0,15.0,0.02,300.0,5.0,0.1,-1.0,-1.0,300.0,7.0,3.0,1.0,0.0
0.0,3.0,3.0,6.0,180.0,0.05,5000.0,5.0,0.5,-1.0,-1.0,-1.0,7.0,2.0,0.0,0.0
0.0,5.0,3.0,4.0,3.3,0.05,1500.0,113.6,100.0,-1.0,-1.0,500.0,0.0,2.0,0.0,1.0
0.0,21.0,3.0,6.0,18.0,0.02,300.0,5.0,0.05,-1.0,-1.0,300.0,7.0,3.0,1.0,0.0
397.0,3.0,3.0,4.0,22.0,0.05,1000.0,25.0,0.5,-1.0,-1.0,-1.0,5.0,2.0,2.0,1.0
0.0,12.0,3.0,4.0,15.0,0.02,400.0,5.0,0.05,-1.0,-1.0,400.0,5.0,2.0,2.0,1.0
